,id,listing,district,area,address,xiaoqu,sqm,room,lvgroom,year,renovation,floor,direction,price,lat,lng,postal,station_1,station_2,dist_1,dist_2
11025,shbsz000026812,"大华二村(大华路301弄),主卧朝南,小区中心位置,采光充足,中式风格",宝山,大华,大华路301弄,大华二村(大华路301弄),65,2,1.0,1995.0,2.0,middle,NS,4500,31.2695929,121.4152106,,锦江乐园,莲花路,4400.0,6500.0
11026,shbsz000026813,"淞宝路155弄,南北通透,loft户型,近商圈,带车库",宝山,淞宝,淞宝路155弄,淞宝路155弄,88,2,2.0,2011.0,2.0,high,NS,9000,31.37967,121.501737,,紫藤路,星中路,1600.0,1900.0
11028,shsjz000009940,"华亭公寓,南北通透,一梯三户,小区中心位置,拎包入住",松江,松江新城,文诚路2000弄,华亭公寓,100,2,2.0,2007.0,3.0,middle,NS,4200,31.029462,121.18762,,昌平路,长寿路,200.0,1000.0
11030,shjsz000003299,"桥英馨苑,主卧朝南,非底楼房,采光充足,非顶楼房",金山,金山,龙胜路666弄,桥英馨苑,96,2,2.0,2000.0,3.0,middle,S,2600,30.723749800000004,121.3354233,200540.0,锦江乐园,莲花路,2000.0,3600.0
11031,shbsz000026817,"锦秋花园(699弄),主卧朝南,一梯两户,小区中心位置,采光充足",宝山,上大,锦秋路699弄,锦秋花园(699弄),136,3,2.0,2007.0,3.0,low,S,6500,31.32097959999999,121.3921855,,春申路,银都路,2500.0,3500.0
11032,shsjz000009944,"红墅1858,南北通透,一梯两户,近商圈,房型正气",松江,松江新城,弘翔路555弄,红墅1858,91,3,2.0,2011.0,2.0,high,NS,4500,31.033892,121.18081200000002,,锦江乐园,莲花路,2800.0,4400.0
11033,shbsz000026821,"友谊家园(铁峰路2001弄),带飘窗,一梯两户,小区中心位置,带露台",宝山,杨行,铁峰路2001弄,友谊家园(铁峰路2001弄),113,3,2.0,2009.0,3.0,high,NS,6000,31.396226,121.45465,,南京西路,静安寺,300.0,1300.0
11035,shbsz000026823,"保利叶上海(联杨路1078弄),南北通透,小区中心位置,配套成熟,中式风格",宝山,顾村,联杨路1078弄,保利叶上海(联杨路1078弄),93,3,2.0,2012.0,1.0,middle,NS,3900,31.344448,121.35333,201801.0,中潭路,镇坪路,700.0,900.0
11037,shjsz000003303,"宝华海湾城,主卧朝南,独立电梯,繁华地段,房型正气",金山,金山,板桥东路1480弄,宝华海湾城,88,2,2.0,2010.0,3.0,middle,S,3000,30.73761,121.351621,200540.0,春申路,莘庄,2600.0,2800.0
11038,shsjz000009945,"知雅汇,南北通透,靠近地铁口,房型正气,拎包入住",松江,北九亭,涞坊路333弄,知雅汇,91,2,2.0,2005.0,3.0,high,S,5000,31.151215000000004,121.318699,201101.0,长寿路,昌平路,700.0,700.0
11039,shbsz000026828,"通河八村,主卧朝南,错层式住宅,小区中心位置,采光充足",宝山,通河,通河八村,通河八村,94,3,1.0,1994.0,2.0,high,S,5800,31.330195,121.448763,,漕河泾开发区,伊犁路,1500.0,2800.0
11040,shsjz000009947,"亭汇花园,三房朝南,一梯两户,小区中心位置,采光充足",松江,北九亭,沪松公路1480弄,亭汇花园,126,3,1.0,2004.0,3.0,middle,S,2200,31.136762,121.3164461,201615.0,中潭路,中山北路,500.0,3400.0
11041,shbsz000026831,"丰水宝邸(东块),主卧朝南,一梯两户,小区中心位置,采光充足",宝山,顾村,教育路555弄,丰水宝邸(东块),91,3,2.0,2005.0,3.0,middle,NS,3500,31.357313,121.394823,,隆德路,武宁路,1800.0,2900.0
11042,shjsz000003306,"石化十村,新式里弄,繁华地段,配套成熟,近商圈",金山,金山,石化十村,石化十村,52,2,1.0,1985.0,2.0,middle,NS,1080,30.714403000000004,121.350572,200540.0,龙柏新村,上海动物园,800.0,1700.0
11043,shsjz000009951,"紫金花园,主卧朝南,一梯两户,小区中心位置,黄金楼层",松江,南九亭,沪亭南路208弄,紫金花园,148,3,2.0,2006.0,3.0,middle,NS,7000,31.124465,121.3302289,,中潭路,镇坪路,700.0,900.0
11044,shbsz000026837,"杨泰春城,带飘窗,一梯两户,小区中心位置,两房朝南",宝山,杨行,镇泰路388弄,杨泰春城,92,2,2.0,2007.0,3.0,low,NS,4500,31.3810001,121.4379079,,春申路,莘庄,2000.0,3600.0
11046,shpdz000075892,"申能秀庭,主卧朝南,小区中心位置,采光充足,中式风格",松江,新桥,东环龙路181弄,申能秀庭,115,2,2.0,2002.0,2.0,middle,S,8500,31.202624,121.528221,,锦江乐园,莲花路,800.0,2300.0
11047,shbsz000026845,"庆安二村,主卧朝南,靠近地铁口,拎包入住,厨卫朝北",宝山,月浦,绥化路50弄,庆安二村,76,1,1.0,1998.0,2.0,middle,S,1300,31.406847,121.4361524,,虹桥火车站,徐泾东,3300.0,3400.0
11048,shsjz000009954,"新虹桥首府(九杜路909弄),位置安静,拎包入住,中式风格,视野好",松江,北九亭,九杜路909弄,新虹桥首府(九杜路909弄),70,1,1.0,2011.0,3.0,low,S,4600,31.1501262,121.305996,,真如,新村路,1000.0,3000.0
11049,shbsz000026849,"祁连一村,小户型,一梯两户,小区入口附近,带露台",宝山,上大,祁连一村,祁连一村,45,2,1.0,1994.0,2.0,high,NS,3300,31.313317,121.377476,,大华三路,新村路,900.0,1200.0
11051,shsjz000009957,"绿地蔷薇九里(1期),两房朝南,一梯两户,非底楼房,采光充足",松江,松江大学城,广富林路1518弄,绿地蔷薇九里(1期),93,2,2.0,2010.0,3.0,middle,NS,4600,31.059204,121.229696,,隆德路,武宁路,1200.0,3300.0
11052,shbsz000026860,"铂金华府,独立电梯,小区中心位置,带露台,中式风格",宝山,大华,真华路1030弄,铂金华府,165,4,2.0,2008.0,3.0,low,S,10000,31.273737,121.412989,,七宝,航中路,1200.0,1500.0
11053,shsjz000009962,"上海公馆,联排别墅,小区中心位置,拎包入住,小区景观位置",松江,北九亭,涞坊路1199弄,上海公馆,280,5,2.0,2009.0,1.0,low,NS,11000,31.145726,121.300221,,沈杜公路,莘庄,9500.0,10600.0
11054,shsjz000009965,"文景苑(文翔路1099弄),主卧朝南,小区中心位置,房型正气,位置安静",松江,松江大学城,文翔路1099弄,文景苑(文翔路1099弄),63,1,1.0,2007.0,3.0,high,NS,3500,31.042308,121.2338721,,中潭路,镇坪路,800.0,900.0
11055,shsjz000009968,"三湘四季花城(广富林路1599弄),主卧朝南,小区中心位置,拎包入住,现代风格",松江,松江大学城,广富林路1599弄,三湘四季花城(广富林路1599弄),58,1,1.0,2007.0,3.0,low,S,3600,31.058093,121.226786,,锦江乐园,漕河泾开发区,1800.0,2800.0
11056,shbsz000026875,"美景良城(233弄),客厅朝南,近商圈,产证在手,简约风格",宝山,顾村,菊联路233弄,美景良城(233弄),74,2,2.0,2007.0,1.0,middle,NS,3500,31.3465022,121.3636315,,莘庄,春申路,2300.0,4100.0
11057,shsjz000009970,"三湘四季花城(梅家浜路1508弄),大两房,法式小高层,繁华地段,房型正气",松江,松江大学城,梅家浜路1508弄,三湘四季花城(梅家浜路1508弄),75,2,2.0,2006.0,3.0,high,NS,3300,31.052533,121.229217,,合川路,龙柏新村,1900.0,2800.0
11058,shbsz000026879,"好日子大家园(菊太路777弄),南北通透,一梯两户,繁华地段,房型正气",宝山,顾村,菊太路777弄,好日子大家园(菊太路777弄),76,2,2.0,2007.0,3.0,middle,NS,3700,31.351227,121.36606,,岚皋路,新村路,800.0,2100.0
11059,shbsz000026880,"好日子大家园(菊太路999弄),南北通透,繁华地段,房型正气,现代风格",宝山,顾村,菊太路999弄,好日子大家园(菊太路999弄),94,2,2.0,2007.0,3.0,low,NS,4100,31.352717,121.362065,,莲花路,锦江乐园,1700.0,2200.0
11060,shsjz000009971,"世纪新城,大两房,小区中心位置,带家具家电,欧式风格",松江,松江大学城,滨湖路585弄,世纪新城,125,3,2.0,2003.0,3.0,low,NS,5500,31.042603000000003,121.20336100000002,,莘庄,春申路,2000.0,4800.0
11061,shbsz000026892,"通河六村,主卧朝南,小区中心位置,采光充足,中式风格",宝山,通河,通河六村,通河六村,56,2,1.0,1994.0,2.0,high,S,4000,31.32987,121.451259,200439.0,莘庄,莲花路,5300.0,5500.0
11062,shjsz000003321,"东礁四村,主卧朝南,繁华地段,房型正气,近商圈",金山,金山,东礁四村,东礁四村,50,1,1.0,1995.0,1.0,high,S,1600,30.722069,121.342458,200540.0,紫藤路,星中路,1500.0,1900.0
11064,shbsz000026902,"通河三村,主卧朝南,小区中心位置,得房率高,房型正气",宝山,通河,通河三村,通河三村,65,2,1.0,1996.0,2.0,high,S,4500,31.333058,121.444924,,银都路,莘庄,3900.0,6600.0
11065,shbsz000026903,"泗塘六村,主卧朝南,小区中心位置,得房率高,房型正气",宝山,泗塘,泗塘六村,泗塘六村,72,2,1.0,1995.0,1.0,high,S,3800,31.332556,121.4592,200439.0,龙溪路,上海动物园,1500.0,2600.0
11066,shbsz000026904,"宝宸怡景园,主卧朝南,小区中心位置,得房率高,房型正气",宝山,共康,三泉路1859弄,宝宸怡景园,98,2,2.0,2009.0,3.0,middle,NS,6500,31.3307923,121.4370222,200443.0,春申路,银都路,2700.0,3800.0
11069,shbsz000026907,"呼玛四村,主卧朝南,一梯两户,小区入口附近,拎包入住",宝山,共康,呼玛四村,呼玛四村,44,1,1.0,1994.0,3.0,low,S,3300,31.3440851,121.4456848,,锦江乐园,莲花路,2300.0,3200.0
11071,shbsz000026913,"富康苑(共富三村),主卧朝南,采光充足,南北通透,得房率高",宝山,共富,共富三村,富康苑(共富三村),56,2,1.0,1998.0,1.0,middle,S,3500,31.3495094,121.4206154,,宋园路,漕河泾开发区,2000.0,2000.0
11072,shbsz000026914,"共和二村,主卧朝南,小区中心位置,得房率高,房型正气",宝山,共康,共和二村,共和二村,74,2,1.0,1995.0,3.0,low,S,4100,31.3216673,121.4609054,200439.0,南京西路,静安寺,700.0,1200.0
11073,shbsz000026915,"天馨花园,主卧朝南,小区中心位置,得房率高,房型正气",宝山,顾村,蕰川路1498弄,天馨花园,99,1,1.0,2007.0,2.0,low,S,5700,31.360866,121.429127,,隆德路,金沙江路,900.0,3700.0
11074,shsjz000009979,"三湘四季花城(广富林路1599弄),客厅带阳台,房型正气,南北通透,拎包入住",松江,松江大学城,广富林路1599弄,三湘四季花城(广富林路1599弄),137,3,2.0,2009.0,3.0,middle,NS,7500,31.058093,121.226786,,中潭路,中山北路,1600.0,1700.0
11076,shbsz000026919,"海江公寓,主卧朝南,小区中心位置,采光充足,中式风格",宝山,淞宝,塘后路285弄,海江公寓,131,3,3.0,2003.0,2.0,low,NS,5500,31.396587,121.504753,,春申路,银都路,3000.0,4100.0
11077,shbsz000026920,"美树铭家,主卧朝南,小区中心位置,得房率高,房型正气",宝山,张庙,阳曲路1111弄,美树铭家,81,2,2.0,2002.0,2.0,low,NS,5200,31.325101,121.459736,200439.0,江月路,浦江镇,3200.0,4100.0
11078,shjsz000003325,"东礁一村,主卧朝南,繁华地段,房型正气,大开间",金山,金山,东礁一村,东礁一村,77,2,2.0,1993.0,2.0,high,NS,2000,30.724092,121.338385,200540.0,锦江乐园,莲花路,2800.0,4400.0
11079,shbsz000026923,"通河六村,两房朝南,小区中心位置,得房率高,房型正气",宝山,通河,通河六村,通河六村,72,2,1.0,1994.0,3.0,high,S,4000,31.32987,121.451259,200439.0,春申路,莘庄,1000.0,4600.0
11080,shbsz000026934,"逸兴家园,主卧朝南,一梯两户,非顶楼房,采光充足",宝山,淞南,逸仙路3456弄,逸兴家园,104,2,2.0,2002.0,2.0,high,S,5800,31.34693900000001,121.500488,,莘庄,春申路,1600.0,3900.0
11081,shsjz000009984,"维罗纳贵都,主卧朝南,一梯两户,小区中心位置,带露台",松江,松江大学城,荣乐西路266弄,维罗纳贵都,136,3,2.0,2008.0,3.0,high,E,5000,31.016299600000004,121.2051047,,长寿路,昌平路,400.0,900.0
11082,shbsz000026938,"共康七村,小户型,一梯三户,繁华地段,房型正气",宝山,共康,共康七村,共康七村,46,1,1.0,1995.0,2.0,high,S,3800,31.328014000000003,121.436731,200443.0,颛桥,北桥,1500.0,2500.0
11083,shbsz000026940,"泗塘八村(爱迪苑),主卧朝南,小区中心位置,得房率高,房型正气",宝山,泗塘,泗塘八村,泗塘八村(爱迪苑),89,1,2.0,2001.0,2.0,low,NS,3800,31.330218,121.459678,200439.0,莘庄,春申路,2100.0,3500.0
11084,shbsz000026942,"乐业四村(德都路165弄),主卧朝南,一梯两户,拎包入住,中式风格",宝山,月浦,德都路165弄,乐业四村(德都路165弄),75,2,2.0,1998.0,3.0,high,S,3200,31.4096989,121.42715859999998,,锦江乐园,莲花路,1800.0,3900.0
11085,shbsz000026943,"多摩远景(行知路381弄),主卧朝南,采光充足,大两房,得房率高",宝山,大华,行知路381弄,多摩远景(行知路381弄),86,2,2.0,2004.0,2.0,high,NS,6300,31.283707300000003,121.4148824,,上海西站,李子园,500.0,1400.0
11086,shbsz000026947,"友谊家园(铁峰路2000弄),大两房,一梯两户,小区入口附近,拎包入住",宝山,杨行,铁峰路2000弄,友谊家园(铁峰路2000弄),111,2,2.0,2006.0,3.0,high,S,4500,31.3961066,121.4543811,,莘庄,春申路,3400.0,6000.0
11087,shbsz000026948,"万科琥珀臻园(抚远路538弄),大开间,法式小高层,房型正气,现代风格",宝山,杨行,抚远路538弄,万科琥珀臻园(抚远路538弄),157,3,2.0,2011.0,3.0,high,SW,6800,31.396333,121.365979,201908.0,静安寺,南京西路,1200.0,1400.0
11088,shbsz000026949,"宝林二村,主卧朝南,小区中心位置,房型正气,客厅带阳台",宝山,淞宝,宝林二村,宝林二村,75,2,2.0,1990.0,3.0,low,S,4800,31.401816,121.488236,201900.0,莘庄,莲花路,2700.0,4900.0
11090,shbsz000026951,"富浩花园,全南户型,一梯两户,靠近地铁口,房型正气",宝山,共康,虎林路800弄,富浩花园,92,2,1.0,2002.0,3.0,middle,S,5000,31.3468409,121.4528226,,锦江乐园,莲花路,6100.0,8300.0
11091,shbsz000026952,"康泰新城(华灵路1885弄),两房朝南,一梯两户,顶楼房,带露台",宝山,大华,华灵路1885弄,康泰新城(华灵路1885弄),104,4,2.0,2000.0,3.0,high,NS,8000,31.279629,121.406145,,合川路,星中路,2000.0,2300.0
11094,shbsz000026960,"临江三村,大两房,小区入口附近,黄金楼层,客厅带阳台",宝山,淞宝,临江三村,临江三村,55,2,1.0,1990.0,2.0,middle,S,3000,31.410975,121.487791,,春申路,银都路,4600.0,4900.0
11095,shbsz000026962,"高境二村,主卧朝南,一梯两户,顶楼房,得房率高",宝山,淞南,高境二村,高境二村,80,2,1.0,1995.0,2.0,high,S,4800,31.320942,121.479731,,紫藤路,中春路,2400.0,8500.0
11097,shbsz000026963,"远洋香奈,主卧朝南,得房率高,中式风格,房型正气",宝山,杨行,杨泰路2158弄,远洋香奈,80,2,2.0,2012.0,3.0,high,S,4500,31.375344,121.4408347,,芦恒路,浦江镇,2100.0,4900.0
11098,shbsz000026965,"共江花苑(通河九村),主卧朝南,小区中心位置,采光充足,中式风格",宝山,通河,通河九村,共江花苑(通河九村),80,2,1.0,1999.0,2.0,low,S,5000,31.328071,121.446127,200439.0,合川路,星中路,1400.0,2000.0
11099,shbsz000026968,"杨泰二村,主卧朝南,小区中心位置,得房率高,房型正气",宝山,杨行,杨泰二村,杨泰二村,75,2,1.0,1994.0,1.0,high,S,3500,31.367699,121.43983500000002,,银都路,春申路,2400.0,3200.0
11100,shsjz000009991,"东鼎名人府邸(新松江路1455弄),主卧朝南,一梯两户,位置安静,配套成熟",松江,松江新城,新松江路1455弄,东鼎名人府邸(新松江路1455弄),90,2,2.0,2013.0,4.0,middle,S,5600,31.038584000000004,121.207731,,银都路,春申路,2400.0,3200.0
11101,shsjz000009992,"三星苑,大开间,带阁楼,繁华地段,采光充足",松江,松江老城,乐都西路1155弄,三星苑,100,2,2.0,2007.0,2.0,high,NS,2500,31.009722,121.199515,,江月路,浦江镇,3200.0,4200.0
11102,shbsz000026973,"宝山二村,主卧朝南,小区中心位置,采光充足,得房率高",宝山,淞宝,宝山二村,宝山二村,78,1,1.0,1994.0,2.0,high,S,2500,31.39480399999999,121.500341,,江苏路,武宁路,1000.0,3700.0
11103,shjsz000003340,"石化七村,主卧朝南,繁华地段,房型正气,近商圈",金山,金山,石化七村,石化七村,50,2,1.0,1985.0,1.0,high,S,1200,30.713988,121.350194,,南京西路,新闸路,500.0,700.0
11104,shbsz000026975,"通河二村,主卧朝南,小区中心位置,得房率高,房型正气",宝山,通河,通河二村,通河二村,61,2,1.0,1996.0,1.0,high,S,3800,31.334845,121.450779,200439.0,银都路,春申路,800.0,2100.0
11107,shsjz000010000,"紫金花园,南北通透,一梯两户,繁华地段,得房率高",松江,南九亭,沪亭南路208弄,紫金花园,100,2,2.0,2008.0,3.0,high,NS,4800,31.124465,121.3302289,,长寿路,中潭路,1000.0,1200.0
11108,shbsz000026995,"泗塘五村,大开间,繁华地段,拎包入住,简约风格",宝山,泗塘,泗塘五村,泗塘五村,48,2,1.0,1995.0,1.0,high,S,3000,31.3328592,121.4611955,200439.0,金平路,东川路,1800.0,2200.0
11109,shbsz000026996,"海江新村,主卧朝南,小区中心位置,得房率高,房型正气",宝山,淞宝,海江新村,海江新村,119,3,2.0,1996.0,3.0,high,NS,5200,31.389637,121.504397,,合川路,星中路,800.0,1200.0
11110,shsjz000010006,"象屿都城(虬泾路900弄),一梯两户,底楼房,拎包入住,中式风格",松江,南九亭,虬泾路900弄,象屿都城(虬泾路900弄),89,3,1.0,2011.0,3.0,low,S,4500,31.1248665,121.3363857,,合川路,锦江乐园,1500.0,2700.0
11111,shbsz000027001,"香逸湾(莲花山路517弄),主卧朝南,一梯两户,拎包入住,开放式厨房",宝山,杨行,莲花山路517弄,香逸湾(莲花山路517弄),89,3,2.0,2011.0,3.0,middle,NS,5700,31.3627,121.444526,,莘庄,莲花路,5700.0,6100.0
11112,shbsz000027006,"景瑞美兰湖岭域,主卧朝南,叠加别墅,小区入口附近,得房率高",宝山,罗店,罗芬路98弄,景瑞美兰湖岭域,216,4,2.0,2009.0,1.0,high,E,6000,31.394136,121.358936,201908.0,镇坪路,长寿路,500.0,1500.0
11113,shbsz000027007,"密山二村,两房朝南,小区中心位置,采光充足,中式风格",宝山,淞宝,密山二村,密山二村,48,2,0.0,1987.0,2.0,middle,S,3500,31.403366,121.486977,,紫藤路,中春路,3800.0,7900.0
11114,shbsz000027009,"宝钢九村,两房朝南,一梯两户,靠近地铁口,黄金楼层",宝山,淞宝,宝钢九村,宝钢九村,71,2,2.0,1995.0,2.0,high,S,3800,31.408081,121.475296,,李子园,上海西站,1600.0,2000.0
11115,shbsz000027010,"宝钢三村,南北通透,小区中心位置,采光充足,现代风格",宝山,淞宝,宝钢三村,宝钢三村,49,2,1.0,1994.0,3.0,high,NS,3600,31.402862,121.480892,,春申路,莘庄,1000.0,4500.0
11116,shbsz000027011,"呼玛三村,主卧朝南,一梯两户,小区中心位置,采光充足",宝山,共康,呼玛三村,呼玛三村,45,1,1.0,1996.0,2.0,high,S,3200,31.337791,121.443787,,合川路,星中路,500.0,1600.0
11117,shbsz000027012,"三花现代城(云西路168弄),两房朝南,小区中心位置,价格可谈,位置安静",宝山,高境,云西路168弄,三花现代城(云西路168弄),98,2,2.0,2009.0,1.0,high,S,5500,31.317443,121.475722,,龙溪路,水城路,1800.0,2400.0
11118,shbsz000027019,"锦秋花园(699弄),两房朝南,一梯两户,小区中心位置,房型正气",宝山,上大,锦秋路699弄,锦秋花园(699弄),132,3,2.0,1998.0,3.0,middle,NS,6500,31.32097959999999,121.3921855,,锦江乐园,莲花路,1800.0,3000.0
11119,shbsz000027020,"顺驰美兰湖畔雅苑,主卧朝南,一梯两户,小区中心位置,带露台",宝山,罗店,罗迎路558弄,顺驰美兰湖畔雅苑,94,2,2.0,2005.0,3.0,high,S,4000,31.40553,121.355366,201908.0,莘庄,春申路,1900.0,5000.0
11120,shbsz000027021,"宝钢十一村,小户型,位置安静,采光充足,小区景观位置",宝山,淞宝,宝钢十一村,宝钢十一村,52,2,1.0,1984.0,3.0,high,E,3500,31.408998,121.483742,,隆德路,武宁路,1300.0,3400.0
11122,shbsz000027040,"中环一号(真大路333弄),大两房,一梯两户,位置安静,拎包入住",宝山,大华,真大路333弄,中环一号(真大路333弄),87,2,2.0,2012.0,2.0,middle,S,6000,31.289496000000003,121.4007834,,真如,李子园,900.0,2200.0
11123,shxvz000018198,"徐家汇花园,主卧朝南,一梯三户,繁华地段,房型正气",徐汇,大木桥,宛平南路255弄,徐家汇花园,157,4,2.0,2004.0,3.0,middle,NS,15000,31.193552,121.447703,200000.0,锦江乐园,莲花路,1600.0,2700.0
11124,shxvz000021055,"莱诗邸花园,主卧朝南,靠近地铁口,拎包入住,配套成熟",徐汇,徐家汇,南丹东路223弄,莱诗邸花园,80,1,1.0,2005.0,3.0,low,S,11000,31.190053,121.438711,200000.0,南京西路,黄陂南路,800.0,1800.0
11125,shxvz000021057,"徐汇御苑,主卧朝南,一梯两户,小区中心位置,现代风格",徐汇,大木桥,东安路251弄,徐汇御苑,122,2,2.0,2007.0,4.0,middle,S,15000,31.192662,121.453632,200000.0,春申路,莘庄,2200.0,3800.0
11126,shxvz000021058,"漕溪四村,两房朝南,小区中心位置,采光充足,中式风格",徐汇,徐汇滨江,漕溪四村,漕溪四村,60,2,1.0,1982.0,3.0,middle,S,5400,31.1707257,121.4402835,200235.0,七宝,中春路,2000.0,7500.0
11128,shxvz000021063,"凯旋豪庭,客厅带阳台,一梯三户,繁华地段,得房率高",徐汇,万体馆,凯旋路3188弄,凯旋豪庭,115,2,2.0,2005.0,3.0,low,NS,12000,31.183811,121.431294,200000.0,江月路,浦江镇,3400.0,4300.0
11129,shxvz000021064,"百汇园,繁华地段,采光充足,近商圈,得房率高",徐汇,徐汇滨江,云锦路183弄(旧址为宛平南路1518弄),百汇园,134,2,2.0,2008.0,3.0,low,NS,16000,31.17856,121.45569,,合川路,星中路,1400.0,2000.0
11130,shxvz000021069,"罗秀三村,主卧朝南,带采光天井,底楼房,价格可谈",徐汇,长桥,罗秀三村,罗秀三村,41,1,1.0,1995.0,2.0,low,S,3200,31.134218,121.446564,,锦江乐园,莲花路,4400.0,6500.0
11131,shxvz000021075,"凯翔小区(龙漕路135弄),主卧朝南,小区中心位置,房型正气,中式风格",徐汇,龙华,龙漕路135弄,凯翔小区(龙漕路135弄),53,1,1.0,1990.0,2.0,middle,S,5800,31.16953579999999,121.43939240000002,200235.0,合川路,星中路,2100.0,2700.0
11132,shxvz000021078,"天平小区,主卧朝南,独立电梯,小区中心位置,拎包入住",徐汇,徐家汇,天平路179弄,天平小区,55,1,1.0,1995.0,3.0,middle,S,5700,31.19828699999999,121.439199,,合川路,龙柏新村,1900.0,2800.0
11133,shxvz000021079,"金巢铂睿阁(金巢睿域),主卧朝南,独立电梯,小区中心位置,采光充足",徐汇,梅陇,合宝路18号,金巢铂睿阁(金巢睿域),61,1,1.0,2015.0,3.0,middle,S,11000,31.200031,121.464843,200032.0,合川路,龙柏新村,1900.0,2800.0
11134,shxvz000021081,"汇成四村,大两房,一梯三户,位置安静,视野好",徐汇,南站,汇成四村,汇成四村,50,2,1.0,1994.0,2.0,high,S,4500,31.143908000000003,121.436062,,龙柏新村,上海动物园,2100.0,3200.0
11135,shxvz000021084,"长桥五村,小区中心位置,采光充足,非底楼房,得房率高",徐汇,长桥,长桥五村,长桥五村,59,2,1.0,1990.0,3.0,middle,SE,5500,31.136232,121.43553500000002,,春申路,莘庄,900.0,4600.0
11136,shxvz000021085,"番南小区(番禺路1160弄),主卧朝南,靠近地铁口,拎包入住,不靠近马路",徐汇,徐家汇,番禺路1160弄,番南小区(番禺路1160弄),38,1,1.0,1994.0,2.0,low,S,4800,31.192393,121.425924,200000.0,长寿路,中潭路,1000.0,1200.0
11137,shxvz000021086,"汇成三村,南北通透,一梯三户,小区中心位置,房型正气",徐汇,南站,汇成三村,汇成三村,59,2,1.0,1994.0,1.0,low,NS,4300,31.143426,121.433816,,七宝,航中路,2100.0,2200.0
11139,shxvz000021090,"岳阳路79弄,小户型,大平层,小区中心位置,房型正气",徐汇,淮海南,岳阳路79弄,岳阳路79弄,16,1,1.0,1949.0,1.0,middle,S,3300,31.207277,121.452923,,莘庄,莲花路,3500.0,3900.0
11140,shxvz000021091,"中山新村,主卧朝南,一梯三户,小区中心位置,得房率高",徐汇,大木桥,医学院路110弄,中山新村,43,1,1.0,1981.0,1.0,middle,S,4800,31.19862800000001,121.455152,,徐泾东,徐泾东,4500.0,5000.0
11141,shxvz000021101,"月季园,双阳台,一梯两户,靠近地铁口,带花园",徐汇,康健,桂平路67弄,月季园,72,2,1.0,1989.0,1.0,low,S,5500,31.149901,121.410252,200233.0,江月路,浦江镇,3100.0,4000.0
11142,shxvz000021102,"园南二村,南北通透,一梯两户,繁华地段,房型正气",徐汇,长桥,园南二村,园南二村,48,2,0.0,1991.0,2.0,high,S,4000,31.142388,121.442021,,星中路,七宝,1900.0,2100.0
11143,shxvz000021111,"锦汇苑,主卧朝南,得房率高,小户型,房型正气",徐汇,万体馆,文定路81弄,锦汇苑,88,2,1.0,1997.0,2.0,high,S,8500,31.188057,121.433515,200000.0,锦江乐园,莲花路,1200.0,1800.0
11144,shxvz000021117,"凯旋一村(凯旋小区),繁华地段,采光充足,位置安静,房型正气",徐汇,徐家汇,凯旋一村,凯旋一村(凯旋小区),41,1,0.0,1989.0,3.0,high,S,6200,31.193342,121.424627,200030.0,南京西路,新闸路,500.0,700.0
11145,shxvz000021122,"梅陇四村,繁华地段,拎包入住,近商圈,配套成熟",徐汇,梅陇,梅陇四村,梅陇四村,64,2,1.0,1993.0,2.0,middle,NS,4500,31.13867,121.42261200000002,,李子园,大华三路,1700.0,2200.0
11146,shxvz000021123,"徐汇苑,主卧朝南,小区入口附近,采光充足,地中海风格",徐汇,龙华,天钥桥路968弄,徐汇苑,134,3,2.0,2003.0,3.0,middle,S,14500,31.17885,121.445048,200000.0,七宝,航中路,1200.0,1500.0
11147,shxvz000021125,"联业大厦,南北通透,大平层,近商圈,房型正气",徐汇,淮海南,乌鲁木齐南路299号,联业大厦,168,3,2.0,1999.0,4.0,high,S,28000,31.200091,121.450681,,合川路,星中路,1100.0,2000.0
11148,shxvz000021131,"新汇公寓,主卧朝南,近商圈,房型正气,配套成熟",徐汇,大木桥,宛平南路99弄,新汇公寓,112,2,2.0,1997.0,3.0,low,S,12000,31.195345,121.446679,200000.0,合川路,星中路,2100.0,2700.0
11150,shxvz000021133,"吴中公寓,卫生间全明,靠近地铁口,采光充足,不靠近马路",徐汇,田林,中山西路1536弄,吴中公寓,91,2,1.0,1996.0,1.0,high,S,7000,31.187564,121.420723,200336.0,锦江乐园,莲花路,3700.0,5500.0
11151,shxvz000021136,"西木小区(小木桥路360弄),一门关,近商圈,黄金楼层,现代风格",徐汇,大木桥,小木桥路360弄,西木小区(小木桥路360弄),43,2,1.0,1967.0,3.0,middle,S,5500,31.19518399999999,121.458307,200032.0,龙柏新村,紫藤路,900.0,1600.0
11152,shxvz000021139,"上海五月天,景观房,繁华地段,采光充足,现代风格",徐汇,万体馆,天钥桥路500弄,上海五月天,114,2,2.0,2003.0,4.0,middle,NS,15500,31.1869209,121.4424418,200000.0,春申路,莘庄,1800.0,3600.0
11153,shxvz000021152,"日晖六村,小户型,不靠近马路,房型正气,一门关",徐汇,大木桥,日晖六村,日晖六村,34,1,1.0,1983.0,2.0,middle,S,4200,31.195289,121.461126,200032.0,紫藤路,星中路,1500.0,1900.0
11155,shxvz000021166,"华沁家园,主卧朝南,小区中心位置,采光充足,位置安静",徐汇,长桥,龙吴路1343弄,华沁家园,56,1,0.0,2011.0,1.0,low,S,3800,31.138335,121.450726,,宋园路,漕河泾开发区,2000.0,2000.0
